region,district,date,Market,source,commodity,Price,market_day,Year,month,week,Type
Upper West,Wa Municipal,30-10-2025,WA MARKET,retail,white maize,4.943333333,2025-10-30,2025,10,5,retail
Upper West,Wa Municipal,30-10-2025,WA MARKET,retail,Maize Yellow,5.056666667,2025-10-30,2025,10,5,retail
Upper West,Wa Municipal,30-10-2025,WA MARKET,retail,Rice Local perfumed,13.79,2025-10-30,2025,10,5,retail
Upper West,Wa Municipal,30-10-2025,WA MARKET,retail,Rice Local non perfumed,12.07,2025-10-30,2025,10,5,retail
Upper West,Wa Municipal,30-10-2025,WA MARKET,retail,Groundnut Red,12.0,2025-10-30,2025,10,5,retail
Upper West,Wa Municipal,30-10-2025,WA MARKET,retail,Soya Bean,6.0,2025-10-30,2025,10,5,retail
Upper West,Wa Municipal,30-10-2025,WA MARKET,retail,Unshelled Groundnut,8.77,2025-10-30,2025,10,5,retail
Ahafo,Asunafo North Municipal,30-10-2025,Goaso,retail,white maize,4.936666667,2025-10-30,2025,10,5,retail
Ahafo,Asunafo North Municipal,30-10-2025,Goaso,retail,Maize Yellow,6.98,2025-10-30,2025,10,5,retail
Ahafo,Asunafo North Municipal,30-10-2025,Goaso,retail,Rice Local perfumed,13.33333333,2025-10-30,2025,10,5,retail
Ahafo,Asunafo North Municipal,30-10-2025,Goaso,retail,Groundnut Red,20.0,2025-10-30,2025,10,5,retail
Oti,Nkwanta South Municipal,21-10-2025,NKWANTA,retail,white maize,5.433333333,2025-10-21,2025,10,3,retail
Oti,Nkwanta South Municipal,21-10-2025,NKWANTA,retail,Maize Yellow,7.6,2025-10-21,2025,10,3,retail
Oti,Nkwanta South Municipal,21-10-2025,NKWANTA,retail,Rice Local perfumed,11.97,2025-10-21,2025,10,3,retail
Oti,Nkwanta South Municipal,21-10-2025,NKWANTA,retail,Rice Local non perfumed,9.193333333,2025-10-21,2025,10,3,retail
Oti,Nkwanta South Municipal,21-10-2025,NKWANTA,retail,Soya Bean,9.17,2025-10-21,2025,10,3,retail
Ashanti,Obuasi Municipal,30-10-2025,Obuasi Central ,retail,Groundnut Red,18.08,2025-10-30,2025,10,5,retail
Ashanti,Obuasi Municipal,30-10-2025,Obuasi Central Market ,retail,white maize,9.606666667,2025-10-30,2025,10,5,retail
Ashanti,Obuasi Municipal,30-10-2025,Obuasi Central Market ,retail,Maize Yellow,8.563333333,2025-10-30,2025,10,5,retail
Ashanti,Obuasi Municipal,30-10-2025,Obuasi Central Market ,retail,Rice Local non perfumed,13.81333333,2025-10-30,2025,10,5,retail
Ashanti,Obuasi Municipal,30-10-2025,Obuasi Central Market ,retail,Soya Bean,9.93,2025-10-30,2025,10,5,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,31-10-2025,Bibiani ,retail,white maize,7.05,2025-10-31,2025,10,5,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,31-10-2025,Bibiani ,retail,Maize Yellow,8.1,2025-10-31,2025,10,5,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,31-10-2025,Bibiani ,retail,Rice Local perfumed,32.77666667,2025-10-31,2025,10,5,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,31-10-2025,Bibiani ,retail,Rice Local non perfumed,24.22333333,2025-10-31,2025,10,5,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,31-10-2025,Bibiani ,retail,Groundnut Red,30.69333333,2025-10-31,2025,10,5,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,31-10-2025,Bibiani ,retail,Soya Bean,21.94666667,2025-10-31,2025,10,5,retail
Greater Accra,TMA-Tema East,29-10-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,white maize,10.0,2025-10-29,2025,10,5,retail
Greater Accra,TMA-Tema East,29-10-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,Maize Yellow,11.25,2025-10-29,2025,10,5,retail
Greater Accra,TMA-Tema East,29-10-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,Rice Local perfumed,23.89,2025-10-29,2025,10,5,retail
Greater Accra,TMA-Tema East,29-10-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,Groundnut Red,30.0,2025-10-29,2025,10,5,retail
Greater Accra,TMA-Tema East,29-10-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,Soya Bean,18.66666667,2025-10-29,2025,10,5,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,14-06-2025,Bibiani,wholesale,white maize,11.03,2025-06-14,2025,6,2,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,14-06-2025,Bibiani,wholesale,Maize Yellow,11.65666667,2025-06-14,2025,6,2,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,14-06-2025,Bibiani,wholesale,Rice Local perfumed,17.6975,2025-06-14,2025,6,2,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,14-06-2025,Bibiani,wholesale,Groundnut Red,22.48333333,2025-06-14,2025,6,2,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,14-06-2025,Bibiani,wholesale,Soya Bean,17.16,2025-06-14,2025,6,2,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,14-06-2025,Bibiani,wholesale,Unshelled Groundnut,21.40333333,2025-06-14,2025,6,2,wholesale
Upper West,Wa Municipal,15-06-2025,Wa Market,wholesale,white maize,6.8,2025-06-15,2025,6,3,wholesale
Upper West,Wa Municipal,15-06-2025,Wa Market,wholesale,Maize Yellow,6.8,2025-06-15,2025,6,3,wholesale
Upper West,Wa Municipal,15-06-2025,Wa Market,wholesale,Rice Local perfumed,8.33,2025-06-15,2025,6,3,wholesale
Upper West,Wa Municipal,15-06-2025,Wa Market,wholesale,Rice Local non perfumed,7.74,2025-06-15,2025,6,3,wholesale
Upper West,Wa Municipal,15-06-2025,Wa Market,wholesale,Soya Bean,8.0,2025-06-15,2025,6,3,wholesale
Bono East,Kintampo North Municipal,14-06-2025,Kintampo,wholesale,white maize,6.9725,2025-06-14,2025,6,2,wholesale
Bono East,Kintampo North Municipal,14-06-2025,Kintampo,wholesale,Maize Yellow,7.23,2025-06-14,2025,6,2,wholesale
Bono East,Kintampo North Municipal,14-06-2025,Kintampo,wholesale,Rice Local perfumed,12.1725,2025-06-14,2025,6,2,wholesale
Bono East,Kintampo North Municipal,14-06-2025,Kintampo,wholesale,Groundnut Red,13.20333333,2025-06-14,2025,6,2,wholesale
Upper East,Bolgatanga Municipal,16-06-2025,Bolgatanga Market,wholesale,white maize,6.886666667,2025-06-16,2025,6,3,wholesale
Upper East,Bolgatanga Municipal,16-06-2025,Bolgatanga Market,wholesale,Maize Yellow,6.886666667,2025-06-16,2025,6,3,wholesale
Upper East,Bolgatanga Municipal,16-06-2025,Bolgatanga Market,wholesale,Rice Local non perfumed,13.5,2025-06-16,2025,6,3,wholesale
Upper East,Bolgatanga Municipal,16-06-2025,Bolgatanga Market,wholesale,Groundnut Red,13.4,2025-06-16,2025,6,3,wholesale
Upper East,Bolgatanga Municipal,16-06-2025,Bolgatanga Market,wholesale,Soya Bean,7.296,2025-06-16,2025,6,3,wholesale
Greater Accra,TMA-Tema East,14-06-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,white maize,14.0,2025-06-14,2025,6,2,wholesale
Greater Accra,TMA-Tema East,14-06-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Maize Yellow,15.0,2025-06-14,2025,6,2,wholesale
Greater Accra,TMA-Tema East,14-06-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Rice Local perfumed,24.8,2025-06-14,2025,6,2,wholesale
Greater Accra,TMA-Tema East,14-06-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Groundnut Red,31.59,2025-06-14,2025,6,2,wholesale
Greater Accra,TMA-Tema East,14-06-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Soya Bean,16.0,2025-06-14,2025,6,2,wholesale
Eastern,New Juaben South Municipal,19-06-2025,Koforidua Central Market ,wholesale,Maize Yellow,7.29,2025-06-19,2025,6,3,wholesale
Ahafo,Asunafo North Municipal,19-06-2025,Goaso,wholesale,white maize,11.66,2025-06-19,2025,6,3,wholesale
Ahafo,Asunafo North Municipal,19-06-2025,Goaso,wholesale,Maize Yellow,11.87333333,2025-06-19,2025,6,3,wholesale
Ahafo,Asunafo North Municipal,19-06-2025,Goaso,wholesale,Rice Local perfumed,18.79333333,2025-06-19,2025,6,3,wholesale
Ahafo,Asunafo North Municipal,19-06-2025,Goaso,wholesale,Groundnut Red,20.0,2025-06-19,2025,6,3,wholesale
Bono,Sunyani Municipal,18-06-2025,Nana Bosomah,wholesale,white maize,7.69,2025-06-18,2025,6,3,wholesale
Bono,Sunyani Municipal,18-06-2025,Nana Bosomah,wholesale,Maize Yellow,7.69,2025-06-18,2025,6,3,wholesale
Bono,Sunyani Municipal,18-06-2025,Nana Bosomah,wholesale,Rice Local perfumed,16.67,2025-06-18,2025,6,3,wholesale
Bono,Sunyani Municipal,18-06-2025,Nana Bosomah,wholesale,Rice Local non perfumed,15.0,2025-06-18,2025,6,3,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,20-06-2025,Bibiani,wholesale,white maize,11.00333333,2025-06-20,2025,6,3,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,20-06-2025,Bibiani,wholesale,Maize Yellow,11.99666667,2025-06-20,2025,6,3,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,20-06-2025,Bibiani,wholesale,Rice Local perfumed,18.36,2025-06-20,2025,6,3,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,20-06-2025,Bibiani,wholesale,Groundnut Red,20.85666667,2025-06-20,2025,6,3,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,20-06-2025,Bibiani,wholesale,Soya Bean,16.44333333,2025-06-20,2025,6,3,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,20-06-2025,Bibiani,wholesale,Unshelled Groundnut,31.42,2025-06-20,2025,6,3,wholesale
Upper East,Bolgatanga Municipal,21-06-2025,Bolgatanga municipal market ,wholesale,white maize,5.466666667,2025-06-21,2025,6,3,wholesale
Upper East,Bolgatanga Municipal,21-06-2025,Bolgatanga municipal market ,wholesale,Maize Yellow,5.466666667,2025-06-21,2025,6,3,wholesale
Upper East,Bolgatanga Municipal,21-06-2025,Bolgatanga municipal market ,wholesale,Groundnut Red,14.86,2025-06-21,2025,6,3,wholesale
Upper East,Bolgatanga Municipal,21-06-2025,Bolgatanga municipal market ,wholesale,Soya Bean,6.276,2025-06-21,2025,6,3,wholesale
Upper West,Wa Municipal,22-06-2025,WA MARKET ,wholesale,white maize,6.0,2025-06-22,2025,6,4,wholesale
Upper West,Wa Municipal,22-06-2025,WA MARKET ,wholesale,Maize Yellow,6.0,2025-06-22,2025,6,4,wholesale
Upper West,Wa Municipal,22-06-2025,WA MARKET ,wholesale,Rice Local perfumed,9.63,2025-06-22,2025,6,4,wholesale
Upper West,Wa Municipal,22-06-2025,WA MARKET ,wholesale,Rice Local non perfumed,8.37,2025-06-22,2025,6,4,wholesale
Upper West,Wa Municipal,22-06-2025,WA MARKET ,wholesale,Soya Bean,7.933333333,2025-06-22,2025,6,4,wholesale
Upper West,Wa Municipal,22-06-2025,WA MARKET ,wholesale,Unshelled Groundnut,15.23666667,2025-06-22,2025,6,4,wholesale
Bono East,Kintampo North Municipal,22-06-2025,Kintampo,wholesale,white maize,6.16,2025-06-22,2025,6,4,wholesale
Bono East,Kintampo North Municipal,22-06-2025,Kintampo,wholesale,Maize Yellow,6.112,2025-06-22,2025,6,4,wholesale
Bono East,Kintampo North Municipal,22-06-2025,Kintampo,wholesale,Rice Local perfumed,11.82333333,2025-06-22,2025,6,4,wholesale
Volta,Ho Municipal,22-06-2025,Ho Central market,wholesale,white maize,8.484,2025-06-22,2025,6,4,wholesale
Bono East,Techiman Municipal,22-06-2025,Techiman,wholesale,white maize,7.31,2025-06-22,2025,6,4,wholesale
Bono East,Techiman Municipal,22-06-2025,Techiman,wholesale,Maize Yellow,7.69,2025-06-22,2025,6,4,wholesale
Bono East,Techiman Municipal,22-06-2025,Techiman,wholesale,Rice Local perfumed,14.22,2025-06-22,2025,6,4,wholesale
Bono East,Techiman Municipal,22-06-2025,Techiman,wholesale,Rice Local non perfumed,10.71,2025-06-22,2025,6,4,wholesale
Bono East,Techiman Municipal,22-06-2025,Techiman,wholesale,Groundnut Red,18.82333333,2025-06-22,2025,6,4,wholesale
Bono East,Techiman Municipal,22-06-2025,Techiman,wholesale,Soya Bean,10.37,2025-06-22,2025,6,4,wholesale
Bono East,Techiman Municipal,22-06-2025,Techiman,wholesale,Unshelled Groundnut,13.92666667,2025-06-22,2025,6,4,wholesale
Upper East,Garu,25-06-2025,Garu,wholesale,white maize,7.0,2025-06-25,2025,6,4,wholesale
Upper East,Garu,25-06-2025,Garu,wholesale,Maize Yellow,7.0,2025-06-25,2025,6,4,wholesale
Upper East,Garu,25-06-2025,Garu,wholesale,Rice Local non perfumed,18.0,2025-06-25,2025,6,4,wholesale
Upper East,Garu,25-06-2025,Garu,wholesale,Soya Bean,13.0,2025-06-25,2025,6,4,wholesale
North East,East Mamprusi Municipal,25-06-2025,GBINTIRI,wholesale,white maize,5.333333333,2025-06-25,2025,6,4,wholesale
North East,East Mamprusi Municipal,25-06-2025,GBINTIRI,wholesale,Maize Yellow,5.293333333,2025-06-25,2025,6,4,wholesale
North East,East Mamprusi Municipal,25-06-2025,GBINTIRI,wholesale,Soya Bean,6.833333333,2025-06-25,2025,6,4,wholesale
Eastern,New Juaben South Municipal,26-06-2025,Koforidua Central Market ,wholesale,Maize Yellow,8.33,2025-06-26,2025,6,4,wholesale
Greater Accra,TMA-Tema East,24-06-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,white maize,14.0,2025-06-24,2025,6,4,wholesale
Greater Accra,TMA-Tema East,24-06-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Maize Yellow,15.0,2025-06-24,2025,6,4,wholesale
Greater Accra,TMA-Tema East,24-06-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Rice Local perfumed,24.66666667,2025-06-24,2025,6,4,wholesale
Greater Accra,TMA-Tema East,24-06-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Groundnut Red,31.56333333,2025-06-24,2025,6,4,wholesale
Greater Accra,TMA-Tema East,24-06-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Soya Bean,16.0,2025-06-24,2025,6,4,wholesale
Bono,Sunyani Municipal,25-06-2025,Nana Bosomah,wholesale,white maize,7.69,2025-06-25,2025,6,4,wholesale
Bono,Sunyani Municipal,25-06-2025,Nana Bosomah,wholesale,Maize Yellow,7.69,2025-06-25,2025,6,4,wholesale
Bono,Sunyani Municipal,25-06-2025,Nana Bosomah,wholesale,Rice Local perfumed,12.0,2025-06-25,2025,6,4,wholesale
Bono,Sunyani Municipal,25-06-2025,Nana Bosomah,wholesale,Rice Local non perfumed,11.67,2025-06-25,2025,6,4,wholesale
Ahafo,Asunafo North Municipal,27-06-2025,Goaso,wholesale,white maize,10.69,2025-06-27,2025,6,4,wholesale
Ahafo,Asunafo North Municipal,27-06-2025,Goaso,wholesale,Maize Yellow,10.61,2025-06-27,2025,6,4,wholesale
Ahafo,Asunafo North Municipal,27-06-2025,Goaso,wholesale,Rice Local perfumed,20.27666667,2025-06-27,2025,6,4,wholesale
Ahafo,Asunafo North Municipal,27-06-2025,Goaso,wholesale,Groundnut Red,21.94666667,2025-06-27,2025,6,4,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,27-06-2025,Bibiani,wholesale,white maize,11.43333333,2025-06-27,2025,6,4,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,27-06-2025,Bibiani,wholesale,Maize Yellow,12.16,2025-06-27,2025,6,4,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,27-06-2025,Bibiani,wholesale,Rice Local perfumed,17.64,2025-06-27,2025,6,4,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,27-06-2025,Bibiani,wholesale,Rice Local non perfumed,14.1025,2025-06-27,2025,6,4,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,27-06-2025,Bibiani,wholesale,Groundnut Red,21.83,2025-06-27,2025,6,4,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,27-06-2025,Bibiani,wholesale,Soya Bean,16.0075,2025-06-27,2025,6,4,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,27-06-2025,Bibiani,wholesale,Unshelled Groundnut,23.96,2025-06-27,2025,6,4,wholesale
Upper East,Bolgatanga Municipal,28-06-2025,Bolgatanga municipal market ,wholesale,white maize,5.125,2025-06-28,2025,6,4,wholesale
Upper East,Bolgatanga Municipal,28-06-2025,Bolgatanga municipal market ,wholesale,Maize Yellow,5.333333333,2025-06-28,2025,6,4,wholesale
Upper East,Bolgatanga Municipal,28-06-2025,Bolgatanga municipal market ,wholesale,Rice Local non perfumed,11.90333333,2025-06-28,2025,6,4,wholesale
Upper East,Bolgatanga Municipal,28-06-2025,Bolgatanga municipal market ,wholesale,Groundnut Red,15.56666667,2025-06-28,2025,6,4,wholesale
Upper East,Bolgatanga Municipal,28-06-2025,Bolgatanga municipal market ,wholesale,Soya Bean,5.804,2025-06-28,2025,6,4,wholesale
Greater Accra,TMA-Tema East,26-06-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,white maize,14.0,2025-06-26,2025,6,4,wholesale
Greater Accra,TMA-Tema East,26-06-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Maize Yellow,15.0,2025-06-26,2025,6,4,wholesale
Greater Accra,TMA-Tema East,26-06-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Rice Local perfumed,24.93333333,2025-06-26,2025,6,4,wholesale
Greater Accra,TMA-Tema East,26-06-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Groundnut Red,34.0,2025-06-26,2025,6,4,wholesale
Greater Accra,TMA-Tema East,26-06-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Soya Bean,16.0,2025-06-26,2025,6,4,wholesale
Upper West,Wa Municipal,29-06-2025,Wa Market,wholesale,white maize,6.0,2025-06-29,2025,6,5,wholesale
Upper West,Wa Municipal,29-06-2025,Wa Market,wholesale,Maize Yellow,6.0,2025-06-29,2025,6,5,wholesale
Upper West,Wa Municipal,29-06-2025,Wa Market,wholesale,Rice Local perfumed,10.71,2025-06-29,2025,6,5,wholesale
Upper West,Wa Municipal,29-06-2025,Wa Market,wholesale,Rice Local non perfumed,9.52,2025-06-29,2025,6,5,wholesale
Upper West,Wa Municipal,29-06-2025,Wa Market,wholesale,Soya Bean,8.8,2025-06-29,2025,6,5,wholesale
Bono East,Kintampo North Municipal,28-06-2025,Kintampo,wholesale,white maize,6.026,2025-06-28,2025,6,4,wholesale
Bono East,Kintampo North Municipal,28-06-2025,Kintampo,wholesale,Maize Yellow,5.934,2025-06-28,2025,6,4,wholesale
Bono East,Kintampo North Municipal,28-06-2025,Kintampo,wholesale,Rice Local perfumed,11.95333333,2025-06-28,2025,6,4,wholesale
Bono East,Techiman Municipal,26-06-2025,Techiman,wholesale,white maize,6.54,2025-06-26,2025,6,4,wholesale
Bono East,Techiman Municipal,26-06-2025,Techiman,wholesale,Maize Yellow,7.31,2025-06-26,2025,6,4,wholesale
Bono East,Techiman Municipal,26-06-2025,Techiman,wholesale,Rice Local perfumed,13.55333333,2025-06-26,2025,6,4,wholesale
Bono East,Techiman Municipal,26-06-2025,Techiman,wholesale,Rice Local non perfumed,10.12333333,2025-06-26,2025,6,4,wholesale
Bono East,Techiman Municipal,26-06-2025,Techiman,wholesale,Groundnut Red,19.07666667,2025-06-26,2025,6,4,wholesale
Bono East,Techiman Municipal,26-06-2025,Techiman,wholesale,Soya Bean,8.643333333,2025-06-26,2025,6,4,wholesale
Bono East,Techiman Municipal,26-06-2025,Techiman,wholesale,Unshelled Groundnut,9.38,2025-06-26,2025,6,4,wholesale
Bono,Sunyani Municipal,02-07-2025,Nana Bosomah,wholesale,white maize,7.69,2025-07-02,2025,7,1,wholesale
Bono,Sunyani Municipal,02-07-2025,Nana Bosomah,wholesale,Maize Yellow,7.69,2025-07-02,2025,7,1,wholesale
Bono,Sunyani Municipal,02-07-2025,Nana Bosomah,wholesale,Rice Local perfumed,12.5,2025-07-02,2025,7,1,wholesale
Bono,Sunyani Municipal,02-07-2025,Nana Bosomah,wholesale,Rice Local non perfumed,12.33,2025-07-02,2025,7,1,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,04-07-2025,Bibiani,wholesale,white maize,11.35666667,2025-07-04,2025,7,1,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,04-07-2025,Bibiani,wholesale,Maize Yellow,12.25666667,2025-07-04,2025,7,1,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,04-07-2025,Bibiani,wholesale,Rice Local perfumed,16.63,2025-07-04,2025,7,1,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,04-07-2025,Bibiani,wholesale,Groundnut Red,4.643333333,2025-07-04,2025,7,1,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,04-07-2025,Bibiani,wholesale,Soya Bean,4.15,2025-07-04,2025,7,1,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,04-07-2025,Bibiani,wholesale,Unshelled Groundnut,23.47666667,2025-07-04,2025,7,1,wholesale
Upper West,Wa Municipal,06-07-2025,Wa Market ,wholesale,white maize,6.0,2025-07-06,2025,7,1,wholesale
Upper West,Wa Municipal,06-07-2025,Wa Market ,wholesale,Maize Yellow,6.0,2025-07-06,2025,7,1,wholesale
Upper West,Wa Municipal,06-07-2025,Wa Market ,wholesale,Rice Local perfumed,8.33,2025-07-06,2025,7,1,wholesale
Upper West,Wa Municipal,06-07-2025,Wa Market ,wholesale,Rice Local non perfumed,6.76,2025-07-06,2025,7,1,wholesale
Upper West,Wa Municipal,06-07-2025,Wa Market ,wholesale,Groundnut Red,35.04,2025-07-06,2025,7,1,wholesale
Upper West,Wa Municipal,06-07-2025,Wa Market ,wholesale,Soya Bean,8.0,2025-07-06,2025,7,1,wholesale
Ahafo,Asunafo North Municipal,06-07-2025,Goaso,wholesale,white maize,11.33,2025-07-06,2025,7,1,wholesale
Ahafo,Asunafo North Municipal,06-07-2025,Goaso,wholesale,Maize Yellow,11.74,2025-07-06,2025,7,1,wholesale
Ahafo,Asunafo North Municipal,06-07-2025,Goaso,wholesale,Rice Local perfumed,16.25666667,2025-07-06,2025,7,1,wholesale
Ahafo,Asunafo North Municipal,06-07-2025,Goaso,wholesale,Groundnut Red,19.33333333,2025-07-06,2025,7,1,wholesale
Bono East,Kintampo North Municipal,07-07-2025,Kintampo ,wholesale,white maize,6.13,2025-07-07,2025,7,1,wholesale
Bono East,Kintampo North Municipal,07-07-2025,Kintampo ,wholesale,Maize Yellow,6.1725,2025-07-07,2025,7,1,wholesale
Bono East,Kintampo North Municipal,07-07-2025,Kintampo ,wholesale,Rice Local perfumed,11.52333333,2025-07-07,2025,7,1,wholesale
Bono East,Techiman Municipal,05-07-2025,Techiman,wholesale,white maize,6.46,2025-07-05,2025,7,1,wholesale
Bono East,Techiman Municipal,05-07-2025,Techiman,wholesale,Maize Yellow,7.136666667,2025-07-05,2025,7,1,wholesale
Bono East,Techiman Municipal,05-07-2025,Techiman,wholesale,Rice Local perfumed,13.33,2025-07-05,2025,7,1,wholesale
Bono East,Techiman Municipal,05-07-2025,Techiman,wholesale,Rice Local non perfumed,10.12666667,2025-07-05,2025,7,1,wholesale
Bono East,Techiman Municipal,05-07-2025,Techiman,wholesale,Groundnut Red,19.07666667,2025-07-05,2025,7,1,wholesale
Bono East,Techiman Municipal,05-07-2025,Techiman,wholesale,Soya Bean,8.416666667,2025-07-05,2025,7,1,wholesale
Bono East,Techiman Municipal,05-07-2025,Techiman,wholesale,Unshelled Groundnut,9.87,2025-07-05,2025,7,1,wholesale
Ahafo,Asunafo North Municipal,11-07-2025,Goaso,wholesale,white maize,7.23,2025-07-11,2025,7,2,wholesale
Ahafo,Asunafo North Municipal,11-07-2025,Goaso,wholesale,Rice Local perfumed,17.32666667,2025-07-11,2025,7,2,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,11-07-2025,607,wholesale,Rice Local perfumed,15.87666667,2025-07-11,2025,7,2,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,11-07-2025,607,wholesale,Groundnut Red,24.59666667,2025-07-11,2025,7,2,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,11-07-2025,607,wholesale,Soya Bean,19.15,2025-07-11,2025,7,2,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,11-07-2025,607,wholesale,Unshelled Groundnut,20.67,2025-07-11,2025,7,2,wholesale
Greater Accra,TMA-Tema East,10-07-2025,TEMA COMMUNITY ONE MAIN  MARKET,wholesale,white maize,14.0,2025-07-10,2025,7,2,wholesale
Greater Accra,TMA-Tema East,10-07-2025,TEMA COMMUNITY ONE MAIN  MARKET,wholesale,Maize Yellow,15.0,2025-07-10,2025,7,2,wholesale
Greater Accra,TMA-Tema East,10-07-2025,TEMA COMMUNITY ONE MAIN  MARKET,wholesale,Rice Local perfumed,24.8,2025-07-10,2025,7,2,wholesale
Greater Accra,TMA-Tema East,10-07-2025,TEMA COMMUNITY ONE MAIN  MARKET,wholesale,Groundnut Red,34.0,2025-07-10,2025,7,2,wholesale
Greater Accra,TMA-Tema East,10-07-2025,TEMA COMMUNITY ONE MAIN  MARKET,wholesale,Soya Bean,16.0,2025-07-10,2025,7,2,wholesale
Bono,Sunyani Municipal,09-07-2025,Nana Bosomah,wholesale,white maize,6.92,2025-07-09,2025,7,2,wholesale
Bono,Sunyani Municipal,09-07-2025,Nana Bosomah,wholesale,Maize Yellow,6.92,2025-07-09,2025,7,2,wholesale
Bono,Sunyani Municipal,09-07-2025,Nana Bosomah,wholesale,Rice Local perfumed,12.0,2025-07-09,2025,7,2,wholesale
Bono,Sunyani Municipal,09-07-2025,Nana Bosomah,wholesale,Rice Local non perfumed,11.78,2025-07-09,2025,7,2,wholesale
Upper West,Wa Municipal,13-07-2025,Wa Market,wholesale,white maize,6.0,2025-07-13,2025,7,2,wholesale
Upper West,Wa Municipal,13-07-2025,Wa Market,wholesale,Maize Yellow,6.0,2025-07-13,2025,7,2,wholesale
Upper West,Wa Municipal,13-07-2025,Wa Market,wholesale,Rice Local perfumed,8.266666667,2025-07-13,2025,7,2,wholesale
Upper West,Wa Municipal,13-07-2025,Wa Market,wholesale,Rice Local non perfumed,5.466666667,2025-07-13,2025,7,2,wholesale
Upper West,Wa Municipal,13-07-2025,Wa Market,wholesale,Groundnut Red,29.09,2025-07-13,2025,7,2,wholesale
Upper West,Wa Municipal,13-07-2025,Wa Market,wholesale,Soya Bean,7.05,2025-07-13,2025,7,2,wholesale
Greater Accra,TMA-Tema East,12-07-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,white maize,14.0,2025-07-12,2025,7,2,wholesale
Greater Accra,TMA-Tema East,12-07-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Maize Yellow,15.0,2025-07-12,2025,7,2,wholesale
Greater Accra,TMA-Tema East,12-07-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Rice Local perfumed,24.93333333,2025-07-12,2025,7,2,wholesale
Greater Accra,TMA-Tema East,12-07-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Groundnut Red,34.66666667,2025-07-12,2025,7,2,wholesale
Greater Accra,TMA-Tema East,12-07-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Soya Bean,16.0,2025-07-12,2025,7,2,wholesale
